2.549585978736578981e-02,1.655023062595990802e-01,3.597230873757831932e-02
1.143286197904213979e-02,1.707414623058373104e-01,3.238762302173097546e-02
1.689870033406145472e-03,1.997866081060351573e-01,4.470423548130858515e-02
-2.992889628073330463e-02,2.076912996845700077e-01,4.562338566485913544e-02
-8.011449630259416532e-02,2.086104498681205788e-01,1.133908381842310339e-02
-1.170643336813269042e-01,1.936283018762463559e-01,7.688567075915816269e-04
-1.593452421246529249e-01,1.742342330033294640e-01,-1.896678824705050294e-03
-2.095308421465138238e-01,1.337916249271045577e-01,-1.246690593553657217e-02
-2.518117505898398445e-01,1.003345582458639862e-01,-3.094182462490282018e-02
-2.957471293635568488e-01,7.827495384065041861e-02,-1.154775575198602709e-02
-3.547565711475031414e-01,1.709743550888312945e-03,-2.129074769762200753e-02
-4.762682254128878800e-01,-9.333038542824013961e-02,1.657823986466136143e-02
-5.343585170132836293e-01,-1.487551414963392271e-01,2.806761715904343077e-02
-5.968607294947221309e-01,-2.333169583829912408e-01,-2.652990374386026556e-02
-6.303177961759626191e-01,-3.204523957835848647e-01,-6.706442683844010544e-02
-6.214939544138772254e-01,-3.564830829787670186e-01,-7.938103929801770819e-02
-5.589917419324388348e-01,-3.758771518516839660e-01,-7.846188911446716485e-02
-4.832537668078721871e-01,-3.662260749244030111e-01,-8.112742464676379883e-02
-3.724042546716739843e-01,-3.266107020133736660e-01,-5.915973525990521342e-02
-3.089828920066849949e-01,-3.045510976081600707e-01,-3.976566638698825901e-02
-2.095308421465138238e-01,-2.975655562131758192e-01,-2.652990374386026556e-02
-1.329656318567516704e-01,-3.054702477917106695e-01,-1.687882681657928985e-02
-2.992889628073330463e-02,-3.028047122594140217e-01,-2.919543927615689954e-02
5.187547005526702004e-02,-2.939808704973285725e-01,-4.059290155218379936e-02
9.415637849859302688e-02,-2.860761789187937221e-01,-6.439889130614347146e-02
1.549122056312854101e-01,-2.535382624211037217e-01,-8.903211622529869085e-02
1.945275785423147274e-01,-2.271586521532024949e-01,-1.101725704469615624e-01
2.420476430318790062e-01,-1.857968938934270176e-01,-1.409641015959055832e-01
2.684272532997802330e-01,-1.664028250205100978e-01,-1.647700913498652553e-01
3.001379346322747277e-01,-1.575789832584246764e-01,-2.149556913717260709e-01
3.326758511299647281e-01,-1.496742916798898260e-01,-2.351769954098384963e-01
3.678793031599514318e-01,-1.381849143855077289e-01,-2.668876767423330465e-01
4.418708929357719195e-01,-1.109780689524109965e-01,-2.571446847966970539e-01
4.638385823226304217e-01,-6.695077516033892673e-02,-2.113710056558789074e-01
5.457348636769857597e-01,-2.375071653346234532e-02,-1.515343287067371092e-01
5.888430072855073139e-01,3.259318971818730981e-02,-9.252488692279085825e-02
6.276311450313412088e-01,1.091584000079494077e-01,-2.744905392741081238e-02
6.777248300348469590e-01,1.434427018543855126e-01,-2.815829008255596021e-03
7.200057384781729519e-01,1.927091516926958126e-01,-1.246690593553657217e-02
7.024499699723572022e-01,2.605424352387275544e-01,1.216631898361864375e-02
6.707392886398627629e-01,3.053969641959951020e-01,7.816130216254923990e-02
6.566762908315390002e-01,3.511706433368133040e-01,1.635503542143967870e-01
6.337894512611299547e-01,3.740574829072223495e-01,2.313836377604284733e-01
6.073179259748736625e-01,3.802157891370111509e-01,2.885547791772736237e-01
5.774455450094803100e-01,3.767230184395189974e-01,2.947130854070624251e-01
5.378301720984509648e-01,3.828813246693077987e-01,2.550977124960329689e-01
4.999611845361676132e-01,3.890396308990966001e-01,2.260525666958352053e-01
4.506947346978573687e-01,3.951979371288854015e-01,2.084967981900193446e-01
3.758759097568413199e-01,3.863740953667999523e-01,2.102431835387654213e-01
3.133736972754028738e-01,3.678991766774335481e-01,2.208134106495969473e-01
1.891965074777214595e-01,3.336148748309974987e-01,2.498585564497948774e-01
1.047266056094245251e-01,3.028233436820535474e-01,2.630943190929230235e-01
