-3.842104566498765750e-01,5.059202896558605278e-02,-9.372273148897639072e-02
-4.844638851639954114e-01,5.318638755929707557e-02,-7.861985824701578363e-02
-5.501567509833208414e-01,3.724961334078651792e-02,-8.130687250478789430e-02
-6.504101794974396222e-01,-3.196416771286109820e-02,-1.061385904731648872e-01
-7.010001720748045839e-01,-1.038649630242808597e-01,-1.069724914497148932e-01
-7.356533904336590712e-01,-1.907759759136000710e-01,-6.889101352059941175e-02
-7.187900595745373433e-01,-2.316371237645487025e-01,3.936338431431385572e-03
-6.513367361380507647e-01,-2.617502145844087802e-01,9.974229507061688205e-02
-5.785093841860199371e-01,-2.636033278656308987e-01,1.724769913585866288e-01
-4.321134349694694121e-01,-2.529479264986035369e-01,2.666151460446722909e-01
-2.804361129014357190e-01,-2.130133352882659925e-01,3.269339833484535274e-01
-1.499769379033957517e-01,-1.757657583357006004e-01,3.366628280748699131e-01
6.655934900741346250e-02,-9.849093450873658284e-02,2.833858212397328824e-01
1.978524249820033942e-01,-4.261956907988850851e-02,2.195460687016295154e-01
3.523094169718702928e-01,2.390719771598697960e-02,1.024293093283890066e-01
4.268045708770010771e-01,5.059202896558605278e-02,4.739184487609095220e-02
4.862895072042323630e-01,6.921581744186874885e-02,-3.071687992742302975e-02
4.853629505636213315e-01,7.449719029335190312e-02,-5.730905551296091444e-02
4.764680068137549518e-01,8.515259166037932037e-02,-1.096595057074870178e-01
4.525628454859890737e-01,1.117447672459172953e-01,-1.771128291439735547e-01
4.294915851347732572e-01,1.322216690034221376e-01,-2.037050047295114463e-01
4.250441132598400951e-01,1.472318865813216360e-01,-2.099129342216057015e-01
4.277311275176122196e-01,1.303685557221999913e-01,-2.072259199638335769e-01
4.072542257601073357e-01,7.987121880889616610e-02,-1.823942019954567506e-01
3.930779091587578433e-01,2.214674009882592470e-02,-1.717388006284293056e-01
3.797354935339583015e-01,-1.954830872867263647e-02,-1.416257098085691446e-01
3.779750359167972640e-01,-6.745128704826543198e-02,-1.034515762153927626e-01
3.903908949009856633e-01,-8.876208978232025260e-02,-5.638249887234985519e-02
3.877965363072746752e-01,-1.260096667348856447e-01,-4.396663988816152530e-02
3.797354935339583015e-01,-1.606628850937400210e-01,-4.665365414593364984e-02
3.860360786901136376e-01,-2.200551657569102260e-01,-1.025250195747817034e-01
4.037333105257852051e-01,-2.901955034511689013e-01,-1.709048996518793273e-01
3.789015925574082955e-01,-3.931359462230598067e-01,-3.225822217199129649e-01
3.221036704879491341e-01,-4.650367415344795474e-01,-4.043045174218101723e-01
1.446680738109274444e-01,-4.676311001281905910e-01,-4.512809391007918669e-01
-4.166246661596059025e-02,-3.638567563797497351e-01,-4.308966930073481749e-01
-1.499769379033957517e-01,-2.369184966160318428e-01,-3.812332570705942447e-01
-2.413354226676481529e-01,-2.668279486137795434e-02,-2.756058000409312703e-01
-2.262325494256875735e-01,1.161922391208504712e-01,-1.726653572690403649e-01
-1.011474029431918692e-01,3.043758928289606591e-01,-1.116653481052923107e-02
1.793039828699024944e-03,4.232531098193621499e-01,6.156816147744050699e-02
1.348465734204500055e-01,6.016152631369948711e-01,1.263344706561549402e-01
2.981058534961221751e-01,7.133579939946910198e-01,1.822984917490640400e-01
3.930779091587578433e-01,7.364292543459068918e-01,2.683756036618333285e-01
4.676657187279497085e-01,7.204924801273964174e-01,3.437973142075751998e-01
4.729470915794328212e-01,6.646211146985483431e-01,3.713160464337242894e-01
4.179096271271347529e-01,5.731699742702347500e-01,3.748369616680464200e-01
3.824225077917304261e-01,5.172986088413866756e-01,3.614945460432468782e-01
3.806620501745693885e-01,4.667086162640217695e-01,3.544527155746026170e-01
4.241175566192289526e-01,4.356689688035506047e-01,3.500052436996694549e-01
4.950917952900376062e-01,4.188056379444289323e-01,3.313814552233866895e-01
6.229566116943665577e-01,3.965682785697630108e-01,3.109045534658818610e-01
6.877229208730810672e-01,3.885998914605077736e-01,2.461382442871674070e-01
7.311784273177406313e-01,3.398630121643649860e-01,1.636747032727814688e-01
7.391468144269959240e-01,2.821385334542947931e-01,7.667103471940112103e-02
6.912438361074030313e-01,1.526059150968658851e-01,-3.599825277890621872e-02
6.424143011471992182e-01,5.059202896558605278e-02,-1.114199633246480692e-01
5.394738583753082573e-01,-1.073858782586029625e-01,-1.992575328545782565e-01
4.676657187279497085e-01,-2.289501095067765502e-01,-2.480870678147822361e-01
3.531433179484202989e-01,-2.954768763026520140e-01,-3.039584332436303105e-01
2.333395443174077211e-01,-3.567222702470443929e-01,-3.093324617591745596e-01
1.615314046700490891e-01,-3.886884743481266447e-01,-3.137799336341077217e-01
7.100682088234665235e-02,-4.614231706360963359e-01,-3.368511939853236492e-01
2.486430017991489785e-02,-5.005238608698838743e-01,-3.306432644932293941e-01
-4.796305177211592635e-02,-5.377714378224492942e-01,-3.314771654697793446e-01
-9.669993106825870710e-02,-5.581556839158929861e-01,-3.288828068760683565e-01
-1.633193535281953213e-01,-5.511138534472488359e-01,-3.368511939853236492e-01
-2.680202539172472642e-01,-5.129397198540723846e-01,-3.537145248444452661e-01
-3.628996539158217960e-01,-4.819000723936012198e-01,-3.661303838286337209e-01
-4.631530824299405213e-01,-4.117597346993424612e-01,-3.155403912512687592e-01
-4.800164132890622493e-01,-3.797935305982602650e-01,-2.977505037515360553e-01
-5.288459482492660069e-01,-2.937164186854910319e-01,-2.329841945728216290e-01
-5.811963984437920061e-01,-2.165342505225880954e-01,-1.726653572690403649e-01
-7.089685591840598766e-01,-1.056254206414419111e-01,-1.424596107851191507e-01
-7.977326853546014007e-01,-3.289072435347217827e-02,-8.566168871566003096e-02
-8.677803673847990229e-01,-2.482968158015579421e-02,-1.830102094323453679e-02
-9.388472617196687020e-01,-5.151451282975488127e-02,9.217711282914571938e-03
-9.840632257814894146e-01,-6.040945657962122628e-02,9.974229507061688205e-02
-1.000000000000000000e+00,-5.503542806407698412e-02,2.559597446776448182e-01
-9.840632257814894146e-01,-2.751669583792792570e-02,3.589001874495358346e-01
-9.485761064460851433e-01,1.686536724734277390e-02,4.750903901821650899e-01
-9.059545009779753633e-01,5.059202896558605278e-02,5.363357841265573578e-01
-7.568715375036525472e-01,9.043396451186246077e-02,5.390227983843295378e-01
-6.122360459042631708e-01,1.303685557221999913e-01,5.070565942832474526e-01
-3.771686261812323693e-01,1.650217740810543399e-01,4.599875169402045105e-01
-1.215316490366356306e-01,2.466514141188904385e-01,4.324687847140555319e-01
4.172763103903654597e-02,2.963148500556442855e-01,3.775239759258185446e-01
2.590978189263957177e-01,3.193861104068601575e-01,2.435438856934565022e-01
3.735275640418640464e-01,3.007623219305774476e-01,1.263344706561549402e-01
4.836024929464602384e-01,2.448909565017293732e-01,2.175880814270322872e-03
5.031528380633540909e-01,2.014354500570697259e-01,-3.331123852113409417e-02
