max1,max2,max3,min1,min2,min3,Std1,Std2,Std3,Kurtosis1,Kurtosis2,Kurtosis3,Skewness1,Skewness2,Skewness3,Result
0.75857338968227694,0.71790013555235155,0.60782450877100291,-1.0,-0.40965279402836358,-0.29307453653928478,0.53094442454187962,0.32634967326176834,0.23502283604476387,-1.0667130280724133,-1.0111094844664292,-0.1865110975705,-0.29549905847835239,0.47735777640319749,0.87817509991644593,6
0.63958094677358457,0.66574724119026141,0.52285977588204047,-1.0,-0.70681206815268005,-0.40247476913034314,0.54125214255010712,0.38802121662048916,0.25155821149964225,-0.99943868712930817,-0.99389062712464282,-0.6988461196966087,-0.74903252307774371,-0.11477817521259513,0.45477343800064512,6
0.69583540639435448,0.56143681908791121,0.66079024178877332,-1.0,-0.66851672620026148,-0.33018228058123367,0.58487110884417581,0.36027047230637743,0.26390540447100996,-1.2773874554578704,-1.0032456132536223,-0.2654258249400141,-0.46171349497459629,-0.044423766970408701,0.78896181422420963,6
0.6143894947542794,0.63185308531198225,0.4285598426283822,-1.0,-0.47188621617890664,-0.44285874516841522,0.50501564003368249,0.32261174099314216,0.26286705206958855,-1.1017056111237409,-1.1602797851273585,-1.3620604615295979,-0.42782129329496954,0.33955853880615461,0.14041147466375506,6
0.75469445540091284,0.52654439247948004,0.48016214008001362,-1.0,-0.38575416502319637,-0.36223375781822276,0.54630769629051146,0.28296734801146822,0.27118279318679295,-1.0202514696580156,-1.1125534739439069,-1.2873452730044339,-0.32617557828362781,0.58368302661052207,0.38672828926457425,6
0.5737883288810921,0.39768763721014416,0.32520719132571818,-1.0,-0.30602538240703198,-0.24084143441738107,0.44477333200558739,0.21421685690318332,0.16165427725700279,-0.5027422878904555,-1.216589239365357,-1.1060734157760213,-0.69760745832389981,0.528495074984765,0.46603357942900442,6
0.60553524183239693,0.55172765738180884,0.3843197875481833,-1.0,-0.39448655826074897,-0.292094493494654,0.50458977299500918,0.27369908139097815,0.21857606774042262,-0.89096159977060552,-1.0993591520843757,-1.2179919575845544,-0.67373877868031828,0.39295091599271897,0.45375135535098482,6
0.69301865971493282,0.47710041948792481,0.4010435290815485,-1.0,-0.46279630419987766,-0.33496822119432929,0.50473553285426342,0.28111411108226769,0.18483822761486687,-1.0108845185145767,-1.221743966228493,-0.84817730601297203,-0.44714184395599554,0.21832806836864749,0.049500048317880886,6
0.87729943363126484,0.34555280546054129,0.34612248723872413,-1.0,-0.29253118906728143,-0.37019376452991565,0.52777480775177543,0.20511599117991047,0.22150583140557251,-1.1165428100339019,-1.4862951294285864,-1.4064648141100129,-0.11526065179428352,0.24417428924097179,-0.063835882606633101,6
0.69541122270280997,0.52581033822209555,0.4069187564764627,-1.0,-0.3601217441601115,-0.32672213880413692,0.52694867365498821,0.27970021730892114,0.23566031629511577,-1.1568355637085146,-1.1361510703446902,-1.4195301938553593,-0.37086690814685291,0.49125600145466614,0.1983485738021715,6
