max1,max2,max3,min1,min2,min3,Std1,Std2,Std3,Kurtosis1,Kurtosis2,Kurtosis3,Skewness1,Skewness2,Skewness3,Result
-0.15197301972247551,0.46324989520067267,0.2056989178294856,-0.60038466919810929,0.4759664209780472,1.3151820765505491,0.59684385763482695,0.099577413627003952,-0.25307634562226161,-0.53683678273654112,-0.20877340593249324,0.20719359394084017,-0.26984023356926545,1.1684211852031137,1.2166089697992293,6
-0.85772795291084125,0.27284243503795708,-0.18969083198485995,-0.60038466919810929,-0.72173958247447489,0.46016526274468417,0.69808533212714596,0.50604351107487844,-0.0097363620080172034,-0.43190898663246169,-0.17553792495772602,-0.44510797498986737,-1.3933242896716189,-0.54023202739268927,0.38056674035037386,6
-0.52407766873549322,-0.1079894015062209,0.45217892446939584,-0.60038466919810929,-0.56738949161548768,1.0251667417854937,1.1265068760534975,0.32314332521410499,0.1719689608335096,-0.86542570759483073,-0.19359472497281058,0.10671988386485304,-0.68158332172818448,-0.33721904475709419,1.0404498259519683,6
-1.0071407315899477,0.14909666379973613,-0.6285226360629147,-0.60038466919810929,0.22513345086546738,0.14454455789705142,0.34217368007387883,0.074941371475188479,0.15668822789598483,-0.59141471792092248,-0.49669882346790978,-1.2895080980181917,-0.59762623545914806,0.77079103055543219,-0.2401674237360161,6
-0.17497932951550021,-0.23537980640491216,-0.38838747897473785,-0.60038466919810929,0.5722902914617215,0.77466862769664424,0.74774052395963075,-0.1863477227059166,0.27906538907521983,-0.46437068556426792,-0.40457848842778787,-1.1943812130832756,-0.34583149681238196,1.4752307613672651,0.24620586515901305,6
-1.2479499158352763,-0.7058290076572501,-1.1094819417858452,-0.60038466919810929,0.89363863863594528,1.7234095500551778,-0.24952082366755604,-0.63946989699406442,-1.3327920098920589,0.34278843551012128,-0.60538616304443738,-0.96358708079385413,-1.2659351445596745,1.3159817399480822,0.4028008376401172,6
-1.0596561058991472,-0.14343703760351609,-0.83439704671742132,-0.60038466919810929,0.53709421745075359,1.3228415966591134,0.33799085251703753,-0.24743320813676378,-0.49511235748100235,-0.26271726294148562,-0.37911108229084217,-1.1060810295994334,-1.206808127232595,0.92485878570356761,0.37854855210511157,6
-0.54078404786302492,-0.41589713785563459,-0.75657186259686904,-0.60038466919810929,0.26177051084019126,0.9877622537222065,0.33942249267841118,-0.19856207540788937,-0.99160942739849456,-0.44976105095592828,-0.61533570982267349,-0.6352354558718416,-0.64548671834976301,0.42097131058688286,-0.41967968927760679,6
0.55220187715928248,-0.89617052217668602,-1.0121510453403306,-0.60038466919810929,0.94802723687975066,0.71245724646543807,0.56571216804556734,-0.69945207309137702,-0.45199699888411921,-0.61455629850240578,-1.1259668729052437,-1.3460434266696604,0.17664275393356013,0.49555254181672087,-0.64347102712463489,6
-0.52659354054690988,-0.23805979969157059,-0.72923105175934921,-0.60038466919810929,0.67560224240522482,1.0522094575777785,0.55759795362678333,-0.20788079605211265,-0.24369497813542473,-0.67740091032279048,-0.4501260791105447,-1.362678181934287,-0.45653996810830971,1.208525568020558,-0.12576574351513503,6
-0.86236237857303788,-0.4403513170406852,-0.91018209204051803,-0.60038466919810929,-0.11377642461569647,-0.6127598454455252,0.55483407897872206,-0.12473026141606838,-0.30361624190491965,-0.50882751658088898,-0.60606862003573503,-0.24129779689151226,-0.92528930659278741,-0.48056366016927488,-1.3269570780553912,6
-0.93631581119993856,-0.55055225872331759,-1.3701575550129235,-0.60038466919810929,0.66155929111410439,1.5649708474614286,-0.11705665546881328,-0.44530926597788684,-1.4370717249144109,0.10512856143161309,-0.77113483350553191,-1.1785909358051794,-1.1247129369570095,0.60246830411007768,-0.47603623055730726,6
